code,economy,year,Perceived opportunities,Perceived capabilities,Fear of failure rate *,Entrepreneurial intentions,Total early-stage Entrepreneurial Activity (TEA),Established Business Ownership,Entrepreneurial Employee Activity,Motivational Index,Female/Male TEA,Female/Male Opportunity-Driven TEA,High Job Creation Expectation,Innovation,Business Services Sector,High Status to Successful Entrepreneurs,Entrepreneurship as a Good Career Choice
374,Armenia,2019,53.89,70,48.22,32.2,20.97,7.84,0.59,,0.64,,30.55,,7.55,73.41,87.24
61,Australia,2019,45.74,56.04,47.37,13.02,10.52,6.53,8.28,,0.72,,24.64,,26.31,74,56.39
375,Belarus,2019,29.52,42.34,37.96,6.59,5.78,2.72,0.49,,0.82,,28.23,,10.16,69.9,70.3
55,Brazil,2019,46.37,61.99,35.57,30.17,23.3,16.16,0.62,,0.98,,8.93,,7.57,72.25,75.25
101,Canada,2019,67.08,56.8,47.17,11.86,18.16,7.44,5.4,,0.71,,21.18,,12.24,79.9,69.21
56,Chile,2019,47.62,75.54,58.07,57.57,36.71,10.61,3.64,,0.79,,36.34,,19.9,74.58,74.36
86,China,2019,74.86,67.35,44.65,21.42,8.66,9.33,0.16,,0.84,,19.52,,10.62,92.42,79.32
57,Colombia,2019,46.68,72.37,32.69,35.47,22.28,4.27,0.91,,0.88,,35.53,,13.17,65.42,63.82
385,Croatia,2019,55.66,71.19,50.66,20.57,10.47,3.57,5.93,,0.61,,25.12,,31.22,46.45,61.49
357,Cyprus,2019,38.52,58.16,36.4,21.2,12.17,10.1,6.21,,0.57,,22.01,,22.71,76.69,72.96
593,Ecuador,2019,55.85,78.28,35.11,42.5,36.2,14.69,1.29,,0.86,,23.85,,8.07,71.88,72.26
20,Egypt,2019,73.53,67.26,54.79,61.58,6.67,1.5,0.23,,0.44,,37.83,,2.61,86.15,79.97
49,Germany,2019,52.18,45.79,29.68,9.12,7.63,5.2,6.26,,0.6,,24.32,,24.73,80.68,53.64
30,Greece,2019,49.86,51.64,40.62,12.43,8.22,14.33,1.87,,0.87,,14.75,,18.1,49.33,49.56
502,Guatemala,2019,67.25,77.42,39.64,52.21,25.05,14.8,1.42,,0.8,,21.81,,9.01,80.8,94.5
91,India,2019,83.1,85.2,62.37,33.3,14.97,11.92,0.17,,0.75,,10.64,,2.3,92.3,89.54
98,Iran,2019,47.68,68.88,36.2,37.85,10.69,10.15,2.01,,0.63,,46.73,,26,86.57,45.29
353,Ireland,2019,50.22,42,31.39,14.59,12.41,6.58,7.47,,0.57,,40.88,,27.07,20.69,39.93
972,Israel,2019,46,43.34,55.36,21.2,12.69,5.45,5.75,,0.69,,21.73,,27.06,84.13,64.21
39,Italy,2019,45.14,48.09,27.64,5.37,2.79,4.72,0.72,,0.6,,12.03,,18.61,13.06,19.04
81,Japan,2019,10.56,13.98,43.51,4.34,5.35,6.95,1.9,,0.37,,27.71,,19.85,62.65,24.6
962,Jordan,2019,40.57,61.72,54.35,29.05,9.11,6.55,0.69,,0.59,,14.97,,5.06,85.18,76.29
371,Latvia,2019,35.55,56.97,46.59,23.24,15.43,12.91,4.33,,0.58,,36.3,,23.55,60.28,56.82
352,Luxembourg,2019,58.01,48.49,45.65,12.92,10.2,4.65,6.65,,0.69,,30.76,,35.31,81.35,58.95
261,Madagascar,2019,46.78,73.46,41.01,44.45,19.48,20.17,0.57,,1.02,,7.52,,1.27,80.62,94.41
52,Mexico,2019,62.81,70.68,47.74,16.3,12.98,1.82,0.15,,0.91,,23.03,,5.87,67.64,68.06
212,Morocco,2019,57.66,62.37,42.52,41.93,11.4,7.89,0.32,,0.51,,12.79,,5.02,68.37,81.52
31,Netherlands,2019,64.58,41.92,27.13,9.18,10.38,10.81,5.99,,0.8,,18.53,,22.34,76.38,85.83
389,North Macedonia,2019,50.49,60.87,47.22,20.28,6.18,8,1.63,,0.36,,30.14,,12.02,67.98,68.01
47,Norway,2019,69.49,31.52,30.24,5.74,8.36,5.61,2.64,,0.44,,22.6,,33.36,93.49,66.74
968,Oman,2019,72.31,56.32,40.78,62.91,6.94,2,1.17,,0.72,,23.97,,8.77,85.67,85.34
92,Pakistan,2019,62.3,63.02,54.16,27.9,3.65,4.72,0.51,,0.3,,12.48,,2.52,87.71,80.15
507,Panama,2019,53.37,72.9,40.77,40.77,22.68,4.66,0.39,,0.74,,26.16,,9.8,74.61,69.97
48,Poland,2019,87.28,50.41,45.86,6,5.39,12.76,1.68,,0.9,,26.68,,21.35,76.95,77.65
351,Portugal,2019,53.52,61.43,52.59,19.78,12.89,10.96,4.13,,0.62,,17.33,,24.79,71.65,72.74
787,Puerto Rico,2019,39.43,55.7,33.19,23.93,13.39,1.25,2.1,,0.74,,25.52,,10.51,55.15,30.7
974,Qatar,2019,75.59,75.47,45.17,45.25,14.69,2.96,3.6,,1,,58.28,,22.75,87.09,82.1
7,Russia,2019,29.6,35.62,45.16,9.84,9.33,5.09,0.55,,0.85,,35.8,,9.1,73.69,70.77
966,Saudi Arabia,2019,73.8,83,41.78,32.32,13.96,5.35,3.19,,1.09,,61.9,,8.77,79.32,69.68
421,Slovakia,2019,36.04,53.05,43.71,13.62,13.33,5.88,3.1,,0.63,,26.22,,25.2,58.43,42.35
386,Slovenia,2019,47.59,57.46,42.23,14.98,7.8,8.45,7,,0.56,,19.94,,33.6,84.04,63.45
27,South Africa,2019,60.41,60.35,49.79,11.9,10.77,3.51,0.37,,0.89,,30.61,,8.97,82.16,78.84
82,South Korea,2019,42.89,51.7,7.14,25.65,14.94,13.03,1.35,,0.62,,21.69,,17.03,85.97,54.33
34,Spain,2019,36.13,50.82,48.21,7.41,6.15,6.31,1.73,,0.94,,8.98,,33.51,57.85,57.33
46,Sweden,2019,79.79,50.69,42.92,10.93,8.25,4.88,5.24,,0.55,,14.9,,19.39,78.72,62.66
41,Switzerland,2019,40.66,49.15,23.87,10.74,9.77,11.6,5.35,,0.59,,28.33,,28.11,76.18,40.23
886,Taiwan,2019,41.16,41.97,31.03,14.37,8.38,12.75,2.3,,0.67,,30.41,,19.04,61.06,50.5
971,United Arab Emirates,2019,66.1,62.16,41.73,38.5,16.41,6.96,8.24,,0.7,,65.98,,23.82,79.02,70.34
44,United Kingdom,2019,43.84,55.18,44.49,7.62,9.34,8.18,8.08,,0.6,,28.38,,32.83,76.67,56.38
1,United States,2019,67.24,65.51,35.1,13.68,17.42,10.59,6.47,,0.91,,32.5,,30.13,79.66,67.87
244,Angola,2018,74.02,75.65,16.63,79.83,40.84,15.16,3.15,0.94,0.99,0.7,24.3,17.8,5.65,80.46,74.44
54,Argentina,2018,35.89,48.79,31.92,14.83,9.11,9.05,1.46,1.35,0.81,0.78,11.75,32.17,11.53,49.96,59.39
43,Austria,2018,46.78,48.33,36.73,11.76,10.9,6.46,6.43,2.39,0.57,1.04,15.91,37.02,19.68,75.3,50.15
55,Brazil,2018,31.43,54.27,32.61,26.05,17.88,20.25,0.66,1.34,0.93,0.82,6.08,3.71,11.03,,
359,Bulgaria,2018,19.25,36.88,30.98,3.91,6,8.35,0.4,0.96,0.87,0.88,2.53,14.89,14,69.31,62.57
101,Canada,2018,62.98,55.86,42.32,14.45,18.71,7.5,8.59,3.26,0.83,1.1,20.68,41.3,14.74,74.09,64.13
56,Chile,2018,61.78,62.52,28.58,48.67,25.06,8.54,4.21,2.52,0.73,0.83,33.52,47.58,17.3,60.82,76.13
86,China,2018,35.07,24.15,41.7,15.28,10.39,3.16,1,0.92,0.82,1.05,20.38,33.06,13.05,68.72,60.82
57,Colombia,2018,57.48,66.4,23.1,48.84,21.19,6.5,1.96,3.57,0.72,0.95,49.89,16.07,16.45,84.18,68.68
385,Croatia,2018,33.13,52.32,30.32,18.62,9.61,4.15,5.28,1.37,0.59,0.94,26.54,24.59,28.94,42.97,62.09
357,Cyprus,2018,45.89,45.89,48.45,15.26,3.86,6.09,5.35,5.72,0.6,1.04,22.43,38.63,25.44,67.6,69.93
20,Egypt,2018,39.31,42.96,28.24,59.78,9.84,4.53,2.09,0.55,0.38,0.93,19.29,27.52,3.07,82.57,73.99
33,France,2018,34.95,37.46,37.08,18.6,6.13,2.52,4.33,2.85,0.75,0.86,29.08,28.07,22.63,71.52,58.21
49,Germany,2018,42.11,38.31,35.06,5.85,4.97,7.54,5.21,3.17,0.5,1,28.94,30.53,21.64,74.79,49.6
30,Greece,2018,19.22,46.39,57.76,7.47,6.35,10.81,1.76,3.05,0.45,0.78,9.66,28.44,12,67.8,64.89
502,Guatemala,2018,54.63,65.16,30.33,49.69,27.52,11.15,1.96,1.22,0.8,0.83,26.98,39.16,9.6,71.72,94.44
91,India,2018,49.83,52.22,50.06,20.64,11.42,6.96,0.81,0.55,0.62,0.89,8.39,46.88,1.94,65.03,63.72
62,Indonesia,2018,54.93,64.01,34.12,21.17,14.09,11.78,1.32,1.75,1.01,0.94,1.62,15.36,4.87,74.85,71.9
98,Iran,2018,22.32,53.11,30.4,34.97,9.71,12.28,0.88,1.27,0.5,1.1,35.99,17.23,23.46,80.49,39.26
353,Ireland,2018,51.65,45.56,39.32,15.41,9.64,6.83,8.57,2.23,0.63,1.03,43.7,35.75,25.65,83.86,55.48
972,Israel,2018,56.23,41.48,47.47,26.2,12.7,4.2,7.21,3.3,0.7,1.1,22.9,32.9,7.3,84.98,65.96
39,Italy,2018,34.57,29.77,51.67,8.96,4.18,6.37,3.16,2.73,0.51,0.96,13.35,24.27,26.56,74.63,63.93
81,Japan,2018,8.09,10.05,46.41,4.98,5.34,6.2,2.17,1.94,0.6,0.86,21.61,27.74,29.7,51.46,22.81
961,Lebanon,2018,42.01,68.08,22.39,29.1,24.08,21.61,1.65,1.31,0.56,1.02,3.73,41.89,4.98,,
352,Luxembourg,2018,55,43.91,47.23,14.7,10.72,3.39,7.05,4.65,0.68,1.05,16.64,47.94,37.08,74.22,48.81
261,Madagascar,2018,30.56,51.45,36.62,32.63,20.74,22.39,0.64,1.36,1.04,0.92,2.32,13.38,1.83,77.01,87.22
212,Morocco,2018,33.58,29.54,64.15,39.79,6.65,4.2,4.83,1.32,0.46,1.09,8.74,14.88,3.78,68.31,61.11
31,Netherlands,2018,66.73,46.08,34.74,7.71,12.29,11.96,7.87,7.76,0.51,1.04,9.52,23.83,28.78,63.05,81.74
507,Panama,2018,39.04,42.13,19.38,18.9,13.83,6.39,,5.42,1.01,0.99,6.14,10.47,5.05,46.32,44.63
51,Peru,2018,55.99,71.8,30.15,39.7,22.39,8.37,1.53,2.3,0.88,1,15.34,21.9,5.02,62.35,65.69
48,Poland,2018,68.48,46.6,31.06,9.48,5.24,12.99,1.87,6.6,0.74,1.08,11.46,12.17,20.05,76.33,85.86
787,Puerto Rico,2018,35.21,47.54,20.74,22.87,11.61,1.85,1.85,1.73,0.55,0.86,24.19,26.06,9.48,52.63,20.71
974,Qatar,2018,54.16,52.32,32.61,29.07,8.52,4.22,6.32,3.39,0.98,1.08,26.72,26.95,17.54,76.7,68.19
7,Russia,2018,22.81,27.46,46.42,2.2,5.55,4.9,0.67,0.79,0.53,0.64,19.84,8.09,11.77,68.04,68.02
966,Saudi Arabia,2018,76.3,83.42,43.63,26.77,12.09,3.11,2.82,1.49,0.58,0.81,12.22,23.26,5.8,78.19,66.81
421,Slovakia,2018,37.41,53.29,29.38,13.7,12.12,4.58,4.37,1.84,0.59,0.96,27.14,21.96,18.85,60.36,46.89
386,Slovenia,2018,42.17,50.97,31.99,15.28,6.37,6.84,5.91,1.96,0.43,0.86,15.31,25.54,32.36,75.78,58.43
82,South Korea,2018,45.68,49.68,32.82,30.99,14.65,12.48,3.55,3.2,0.72,1,12.79,29.94,6.87,69.95,53.02
34,Spain,2018,29.09,48.46,36.19,6.2,6.39,6.05,1.71,1.94,0.89,0.87,8.7,22.33,32.4,49.75,53.11
249,Sudan,2018,70.98,74.52,34.49,66.65,22.17,10.19,4.29,1.68,0.62,0.75,23.13,13.37,5.67,85.3,79.38
46,Sweden,2018,81.56,38.42,37.24,9.55,6.82,5.28,6.78,4.4,0.42,1.13,16.67,33.71,24.69,72.13,49.01
41,Switzerland,2018,45.48,36.26,39.85,6.93,7.37,11.5,6.28,9.15,0.47,0.99,28.49,31.68,35.36,69.71,46.54
886,Taiwan,2018,26.74,28.18,41.41,24.08,9.48,13.91,4.18,2.32,0.87,1,37.6,18.76,11.55,63.13,69.58
66,Thailand,2018,50.11,50.98,58.92,31.51,19.68,19.58,2.39,3.56,0.96,0.99,19.13,17.8,4.19,80.87,80.1
90,Turkey,2018,44.31,56.84,28.1,29.73,14.24,8.65,3.16,1.73,0.42,1.04,45.91,30.8,10.59,66.09,80.79
971,United Arab Emirates,2018,66.5,53.62,24.29,38.15,10.72,2.56,6.32,2.48,0.92,1,53.25,28.24,5.21,69.44,71.72
44,United Kingdom,2018,44.02,46.63,37.66,7.18,8.24,6.38,7.25,3.74,0.49,0.94,20.54,21.63,29.18,76.42,56.09
1,United States,2018,69.83,55.62,35.21,12.15,15.59,7.87,7.96,6.94,0.77,0.92,31.78,33.99,22.54,78.69,62.66
598,Uruguay,2018,28.89,58.97,27.39,24.21,15.7,5.58,3.47,1.36,0.64,0.86,18.76,25.28,19.53,49.56,54.68
54,Argentina,2017,29.65,43.08,37.77,13.36,5.97,6.71,0.58,2.46,0.83,0.94,12.68,13.98,20.9,47.43,60.4
61,Australia,2017,51.39,49.3,41.37,13.19,12.21,9.01,7.81,3.75,0.6,0.92,28.16,28.51,33.54,68.91,53.87
387,Bosnia and Herzegovina,2017,13.42,35.49,27.16,4.55,3.95,1.37,0.53,1.18,0.53,0.67,1.73,10.93,13.51,65.64,62.66
55,Brazil,2017,46.42,55.89,39.82,15.25,20.3,16.5,0.74,1.16,1.04,0.81,3.05,13.91,5.32,,
359,Bulgaria,2017,19.46,38.36,20.89,5.01,3.7,6.45,0.5,1.06,0.7,0.93,9.38,13.39,10.85,67.98,54.29
101,Canada,2017,60.23,55.59,43.84,14.13,18.75,6.18,8.16,3.14,0.66,1.01,20.32,43.18,29.12,73.96,65.61
56,Chile,2017,55.53,61.83,29.37,45.78,23.8,9.94,4.46,2.32,0.7,0.84,29.78,54.01,18.09,62.87,73.76
86,China,2017,35.21,27.24,41.46,15.29,9.87,6.83,1.36,1,0.87,1.09,24.32,25.51,7.86,74.57,66.35
57,Colombia,2017,52.4,68.5,26.11,52.48,18.68,8.67,1.76,2.96,0.95,0.95,37.67,14.87,10.22,75.34,68.42
385,Croatia,2017,33.59,50.84,26.63,17.54,8.91,4.41,4.84,1.19,0.56,0.69,30.36,19.86,21.7,47.71,62.19
357,Cyprus,2017,51.01,46.35,55.88,16.66,7.33,8.91,1.83,1.62,0.65,0.77,8.03,40.92,17.57,61.53,66.2
593,Ecuador,2017,51.15,74.06,27.13,48.18,29.62,15.35,0.54,0.87,1.06,0.86,6.62,16.54,4.77,60.68,60.63
20,Egypt,2017,43.51,46.6,30.2,55.45,13.25,5.69,2.18,0.63,0.4,0.69,23.69,25.26,3.85,82.01,75.94
372,Estonia,2017,60.95,49.72,31.76,18.14,19.38,11.37,9.12,2.73,0.59,0.96,27.22,30.2,25.08,64.74,54.22
33,France,2017,34.13,36.31,39.07,17.62,3.92,3.58,3.87,2.99,0.44,0.69,27.86,48.63,26.54,74.21,59.06
49,Germany,2017,41.96,37.45,36.31,7.22,5.28,6.05,5.67,5.42,0.59,0.96,21.95,23.74,27.33,77.9,51.31
30,Greece,2017,13.74,43.4,55.45,7.12,4.82,12.42,0.88,1.83,0.68,1.05,9.91,26.42,17.28,66.49,63.36
502,Guatemala,2017,53.31,64.49,32.42,46.54,24.75,12.29,1.33,1.63,0.78,0.93,22.21,29.51,7.94,73.42,91.91
91,India,2017,44.92,42.05,39.56,10.33,9.28,6.22,0.21,0.75,0.8,0.51,9.52,25.6,0.7,56.18,52.96
62,Indonesia,2017,47.74,57.34,46.66,28.14,7.47,10.38,1.82,1.72,0.69,0.79,3.57,11.58,7.02,80.95,70.01
98,Iran,2017,33.62,53.35,39.87,38.76,13.32,10.63,1.17,1.59,0.65,1.02,35.01,16.15,18.33,79.4,48.28
353,Ireland,2017,44.5,42.21,39.24,11.92,8.93,4.37,5.5,2.5,0.54,1.03,26.89,42.73,24.48,81.88,53.24
972,Israel,2017,58.29,44.14,47.96,26.42,12.78,3.32,8.55,2.02,0.72,1,8.66,26.7,27.3,86.07,65.16
39,Italy,2017,28.78,30.39,49.43,10.25,4.28,5.95,2.41,2.52,0.38,0.78,13.96,28.22,29.18,73.21,64.17
81,Japan,2017,7.41,10.77,41.21,3.67,4.68,6.34,2.76,3.35,0.44,1.02,28.42,24.68,32.66,51.96,24.27
701,Kazakhstan,2017,50.42,64.68,18.37,46.22,11.32,2.41,4.08,1.78,0.99,1.04,25.43,23.54,8.25,80.11,59.65
371,Latvia,2017,36.28,49.03,42.27,17.32,14.15,7.73,4.43,2.06,0.63,1.07,27.49,28.41,21.41,58.54,57.49
961,Lebanon,2017,59.18,74.61,17.02,32.52,24.13,33.2,1.41,1.09,0.69,0.75,4.12,46.91,7.7,,
352,Luxembourg,2017,54.77,40.86,46.95,10.98,9.05,3.27,8,4.08,0.55,0.98,18.45,57.13,33.61,69.95,42.98
261,Madagascar,2017,24.4,55.41,42.01,39.84,21.76,29.42,0.6,2.16,0.9,1.16,1.15,20.89,0.89,77.78,83.62
60,Malaysia,2017,45.06,46.12,44.95,17.61,21.6,3.82,1.4,9.22,0.87,1.02,13.18,29.33,4.46,69.88,77.06
52,Mexico,2017,36.38,50.07,28.4,13.2,14.14,1.4,1,2.14,0.64,0.95,10.77,31.71,6.13,52.34,50.67
212,Morocco,2017,37.7,49.64,52.9,26.64,8.76,10.43,0.53,1.58,0.37,1.03,10.8,18.68,2.74,63.26,75.81
31,Netherlands,2017,64.09,44.61,29.67,8.11,9.92,8.63,7.61,10.04,0.89,0.94,15.58,22.52,35.15,67.5,81
507,Panama,2017,48.86,57.59,24.02,20.8,16.18,4.67,0.15,3.17,0.78,0.96,17.93,8.51,7.29,67.46,60.16
51,Peru,2017,55.77,67.55,30.72,43.21,24.6,7.44,0.85,3.74,0.87,0.92,19.13,17.8,5.19,62.86,64.72
48,Poland,2017,68.83,52.36,34.35,9.69,8.85,9.76,3.2,7.52,0.78,1.01,14.89,12.08,17.13,67.73,79.26
787,Puerto Rico,2017,27.97,46.65,28.6,18.3,10.63,1.64,2.55,1.34,0.63,0.9,22.88,25.17,12.82,52.3,22.56
974,Qatar,2017,45.59,41.07,41.86,15.69,7.43,1.26,2.5,3.94,0.99,0.92,45.02,37.94,16.7,77.32,65.93
966,Saudi Arabia,2017,79.47,71.82,34.35,30.85,11.45,3.16,2.39,1.15,0.83,0.79,19.76,27.6,6.12,69.25,69.66
421,Slovakia,2017,25.82,48.45,32.83,9.04,11.8,10,2.6,1.37,0.71,0.83,22.88,29.24,26.27,59.99,47.55
386,Slovenia,2017,34.6,53.31,31.79,14.23,6.85,6.76,5.96,2.47,0.46,0.87,21.09,34.24,35.63,73.42,55.12
27,South Africa,2017,43.17,39.93,31.31,11.72,10.96,2.15,0.45,1.46,0.69,0.8,32,29.66,10.33,74.86,69.36
82,South Korea,2017,35.3,45.68,32.16,22.79,12.98,11.37,1.91,2.93,0.66,1.05,9.66,26.35,10.77,68.57,47.24
34,Spain,2017,31.86,44.8,39.16,5.55,6.19,7.05,1.35,1.7,0.82,0.84,8.6,25.01,26.81,47.88,53.83
46,Sweden,2017,79.49,34.5,36.7,8.08,7.29,4.17,6.2,5.95,0.65,0.97,6.34,29.05,30.85,70.52,53.6
41,Switzerland,2017,47.16,42.09,29.45,10.47,8.47,10.51,4.76,4.86,0.53,0.82,33.2,24.93,25.84,73.2,53.02
886,Taiwan,2017,26.57,25.89,39.16,25.74,8.56,12.07,8.08,3.67,0.56,0.96,42.99,20.19,19.11,60.13,71.08
66,Thailand,2017,49.13,48.86,52.69,37.36,21.62,15.18,4.49,7.9,0.86,0.98,29.56,29.29,6.35,74.48,74.72
971,United Arab Emirates,2017,35.45,64.79,61.08,56.33,8.97,5.63,1.68,3.37,0.89,0.99,26.63,18.67,23.15,87.77,82.73
44,United Kingdom,2017,42.98,48.21,35.85,7.27,8.4,6.67,7.98,4.47,0.46,1.04,23.39,27.06,38.45,75.6,55.59
1,United States,2017,63.59,54.31,33.36,14.54,13.64,7.75,7.59,7.21,0.64,1.04,38.61,35.93,34.44,75.49,63.05
598,Uruguay,2017,36.86,57.52,31.04,27.38,14.74,6.43,3.47,2.28,0.62,0.94,20.62,26.25,16.64,51.94,54.86
84,Vietnam,2017,46.41,53.03,46.63,24.96,23.27,24.66,0.6,4.6,1.14,0.94,9.07,13.86,6.54,74.77,62.11
54,Argentina,2016,44.29,61.16,25.77,27.96,14.51,7.9,3.1,1.6,0.82,0.79,23,24.9,16.6,50.4,61.7
61,Australia,2016,49.28,52.34,42.87,12.34,14.56,11.3,9,3.9,0.65,0.85,23.8,35.9,27.4,71.5,54.2
43,Austria,2016,42.24,49.6,37.05,10.39,9.63,8.8,7.3,3,0.72,0.94,13,35,38.39,,
501,Belize,2016,71.77,84.65,26.07,42.87,28.83,5.3,8,6.2,0.9,0.98,24.9,48.2,16.47,71.3,65.6
55,Brazil,2016,40.23,53.57,36.14,27.67,19.56,16.9,1.5,1,1.04,0.82,4.4,12.4,4.96,,
359,Bulgaria,2016,21.04,39.67,25.06,7.09,4.84,6.2,0.9,1.1,0.8,1.05,13.4,17.5,14.42,66.9,52.9
226,Burkina Faso,2016,61.88,76.72,17.88,63.67,33.53,28,0.6,1.4,0.8,0.85,16.3,22.5,0.96,90.6,80.6
237,Cameroon,2016,63.8,75.76,23.02,34.38,27.56,15.2,1.2,1,0.92,0.89,15.3,15.9,5.92,69.2,57.3
101,Canada,2016,58.97,54.07,39.01,14.04,16.72,6.8,5.9,3.4,0.66,1.03,15.9,40.9,30.9,73.5,65.5
56,Chile,2016,50.38,61.21,26.06,44.66,24.18,8,5.4,2.8,0.69,0.88,34.2,57,19.88,63.8,65.6
86,China,2016,37.33,29.82,49.08,21.3,10.29,7.5,1.2,1.5,0.73,0.95,26.7,28.8,12.46,77.8,70.3
57,Colombia,2016,51.4,67.92,20.95,49.56,27.35,8.9,1.2,4.2,0.82,0.91,37.9,16.5,9.78,76.2,67.2
385,Croatia,2016,24.55,50.15,35.79,18.17,8.41,4.2,5.3,1.3,0.5,0.77,30.4,23.3,20.91,45.6,62.2
357,Cyprus,2016,35.87,52.38,50.17,16.73,11.96,8.2,5.6,2,0.43,0.94,20.9,36.7,22,65.7,72.7
593,Ecuador,2016,45.47,71.33,25.85,36.71,31.83,14.3,0.7,1.2,0.9,0.9,6.3,16.4,6.54,61.1,59.5
20,Egypt,2016,53.5,46.41,27.63,63.76,14.3,6.1,2,1,0.36,1.04,25.4,22.9,6.68,87.1,83.4
503,El Salvador,2016,38.92,70.57,30.76,33.35,14.26,11.5,1,1.3,0.91,0.79,19.8,14.9,5.52,52.6,71.5
372,Estonia,2016,52.29,43.65,41.15,16.41,16.16,7.8,6.3,3.3,0.56,1.02,27,34.5,29.5,63.6,53.2
358,Finland,2016,49.11,35.82,37.55,10.43,6.71,7.3,5.6,9.7,0.72,0.96,17.7,29.4,27.4,83,40.3
33,France,2016,28.58,36.32,40.26,15.69,5.32,4.3,3.6,6.3,0.47,1.05,21.2,33.9,31.38,69,57.1
